weekend,social,games,lab,prof,papper,course,score,partTime,pass
N,1,2,3,C,Normal,2,A,N,C
N,2,6,6,C,Easy,3,B,N,C
N,3,2,8,B,Normal,1,B,N,C
N,5,2,4,A,Normal,3,B,N,A
N,1,0,6,B,Hard,3,C,Y,D
N,1,6,8,B,Hard,1,B,N,C
N,2,2,4,A,Normal,2,C,N,B
N,4,6,8,B,Normal,3,C,Y,D
N,2,11,8,A,Normal,2,C,Y,B
N,2,4,9,B,Normal,0,B,N,B
N,2,6,6,A,Normal,0,B,N,A
N,5,6,6,A,Normal,1,C,N,B
N,4,5,5,B,Normal,0,C,N,D
N,3,6,5,C,Normal,1,C,N,D
Y,1,4,6,B,Hard,0,B,N,C
N,1,4,6,A,Normal,2,C,N,B
N,0,3,7,A,Normal,0,B,N,A
N,3,3,12,B,Normal,1,D,Y,D
N,1,6,7,C,Hard,0,B,N,C
N,2,4,5,A,Easy,2,C,N,B
N,1,2,7,A,Normal,2,C,Y,B
Y,1,0,7,B,Normal,2,B,N,C
N,1,2,4,A,Normal,5,B,N,B
N,1,4,7,B,Normal,2,C,N,D
N,0,3,7,C,Easy,0,B,N,C
N,2,1,6,A,Normal,1,C,Y,B
N,2,2,5,B,Easy,1,C,Y,D
N,2,6,6,A,Easy,3,C,N,B
Y,2,6,0,C,Easy,0,C,Y,D
N,2,2,5,B,Normal,2,B,Y,C
Y,4,3,7,B,Normal,3,B,N,C
N,2,4,8,A,Normal,0,A,Y,A
N,3,5,2,B,Hard,0,C,N,D
Y,3,11,5,B,Normal,2,C,N,D
N,1,3,5,B,Hard,1,C,N,D
N,1,10,4,C,Easy,1,D,N,D
N,1,5,3,B,Hard,1,C,N,D
N,0,4,5,A,Normal,3,C,N,B
N,2,0,5,C,Normal,0,C,N,D
N,1,5,10,A,Normal,0,B,N,A
N,3,4,2,A,Normal,2,C,N,B
N,2,3,7,A,Normal,2,C,Y,B
N,0,2,6,C,Hard,5,C,N,D
N,1,5,1,A,Normal,0,B,Y,A
N,1,1,4,C,Normal,3,A,N,C
N,0,5,6,B,Easy,1,C,Y,D
N,1,6,4,B,Easy,2,B,N,C
N,5,9,7,B,Normal,3,A,N,C
N,2,6,6,A,Normal,2,D,N,C
N,1,3,5,A,Normal,0,B,Y,A
N,0,7,8,B,Normal,1,C,N,D
Y,2,4,4,B,Normal,1,C,N,D
N,3,10,8,A,Normal,1,C,N,B
N,1,7,1,B,Normal,2,A,N,C
N,2,6,4,C,Hard,2,C,N,D
N,2,1,1,B,Easy,3,D,Y,D
Y,0,10,7,B,Hard,1,D,N,D
N,2,4,8,B,Normal,2,C,N,D
N,2,12,7,A,Normal,3,C,Y,B
N,1,6,8,A,Hard,2,B,N,A
N,1,1,6,B,Hard,0,B,N,C
N,1,4,7,A,Normal,0,C,N,B
N,1,5,9,B,Normal,3,C,Y,D
N,3,6,7,C,Normal,0,A,N,C
N,1,3,7,C,Hard,3,C,N,D
N,4,3,9,B,Normal,2,C,N,C
N,4,2,8,B,Normal,1,D,N,D
Y,3,6,9,A,Easy,2,C,N,B
N,1,3,7,A,Normal,0,B,Y,A
N,1,11,8,B,Hard,2,C,Y,D
Y,1,6,7,A,Easy,3,B,N,A
N,3,2,7,C,Hard,0,C,N,D
N,1,6,7,B,Normal,5,B,N,C
N,1,9,7,C,Easy,1,C,N,D
N,5,1,4,A,Normal,3,B,Y,A
N,1,3,4,C,Normal,0,C,N,D
N,0,4,6,C,Normal,4,C,Y,D
N,2,4,7,C,Normal,1,C,Y,D
N,0,3,8,C,Hard,2,C,N,D
Y,1,5,2,B,Hard,0,C,N,D
N,3,6,7,B,Hard,2,B,Y,C
N,2,7,8,A,Normal,3,A,N,A
N,1,5,5,B,Easy,1,C,N,D
N,1,6,7,A,Normal,2,D,N,C
N,2,6,7,B,Normal,3,B,Y,C
N,5,1,7,A,Easy,0,D,N,C
N,0,5,9,B,Normal,1,A,Y,C
N,2,3,6,A,Normal,1,B,N,A
N,0,4,7,A,Normal,1,C,N,B
N,3,5,3,C,Easy,1,D,N,D
N,2,11,5,A,Easy,2,D,N,C
Y,2,5,7,C,Normal,3,C,N,D
N,2,4,7,B,Easy,0,B,Y,C
N,1,4,5,B,Normal,2,C,N,D
N,4,5,7,B,Easy,3,B,N,C
Y,2,2,7,B,Hard,0,C,Y,C
N,2,5,8,B,Normal,2,C,N,D
Y,1,3,10,A,Normal,0,C,N,B
N,0,2,6,C,Hard,3,B,N,C
N,2,2,5,A,Normal,3,A,Y,A
Y,3,3,7,A,Normal,1,D,Y,C
N,2,5,5,C,Easy,1,C,Y,D
N,2,5,11,B,Normal,4,C,N,D
N,3,2,12,A,Hard,2,C,Y,B
N,3,4,4,B,Normal,2,B,N,C
Y,2,5,9,A,Normal,2,D,N,C
N,3,5,6,C,Normal,2,B,N,C
Y,3,5,3,B,Hard,0,D,N,D
N,3,4,6,C,Normal,1,B,N,C
N,1,0,7,B,Easy,0,B,N,C
N,2,5,11,B,Easy,2,C,N,C
N,4,6,6,A,Hard,2,D,N,C
N,2,2,10,C,Normal,0,C,Y,C
N,1,6,6,B,Normal,3,D,N,D
N,1,0,5,C,Normal,2,C,N,D
N,3,3,2,A,Normal,3,B,N,A
N,2,4,11,A,Normal,2,C,N,B
N,2,3,7,B,Hard,2,B,Y,C
N,3,4,1,C,Easy,1,C,N,D
N,1,5,11,C,Normal,4,C,Y,D
Y,2,4,5,A,Normal,0,B,N,A
N,5,0,10,B,Hard,1,D,N,D
N,3,5,6,A,Normal,2,D,N,C
N,3,3,6,B,Hard,1,C,N,D
N,0,6,1,B,Normal,5,B,N,C
N,3,2,7,B,Easy,1,C,N,D
N,3,3,6,B,Normal,1,C,N,D
N,1,1,6,C,Normal,1,B,N,C
N,1,2,5,C,Normal,4,C,N,D
Y,2,9,7,B,Normal,1,C,N,D
Y,1,4,5,C,Easy,1,C,N,D
N,0,3,7,A,Normal,2,B,N,A
N,0,5,8,C,Normal,0,C,N,D
N,4,6,8,B,Normal,2,D,N,D
N,2,8,6,B,Normal,0,C,Y,D
Y,5,4,7,B,Hard,2,C,N,C
N,1,2,6,B,Easy,3,C,Y,D
N,3,2,7,A,Easy,2,B,N,A
N,5,3,11,C,Normal,0,B,Y,B
Y,2,6,4,B,Easy,3,C,Y,D
Y,2,1,7,B,Normal,0,C,N,C
N,1,3,5,B,Normal,3,C,N,D
N,2,7,5,B,Normal,4,B,N,C
N,1,5,5,B,Normal,1,C,N,D
N,1,3,4,A,Normal,3,D,N,C
N,1,4,7,C,Hard,1,C,N,D
N,2,2,5,B,Hard,0,C,N,D
Y,2,2,8,A,Normal,0,C,Y,B
N,3,4,8,B,Normal,0,C,N,D
N,0,5,7,A,Normal,2,D,N,C
N,2,3,8,B,Hard,1,D,N,D
Y,1,2,5,B,Normal,3,C,Y,D
N,3,4,6,B,Hard,2,B,N,C
Y,1,5,7,B,Normal,2,B,N,C
N,3,3,7,A,Hard,1,C,Y,B
N,2,4,3,C,Hard,1,B,N,C
N,2,3,7,B,Hard,3,C,Y,D
N,1,1,10,C,Easy,4,D,Y,D
N,1,7,5,A,Normal,1,D,N,C
Y,1,6,8,C,Normal,2,C,N,D
Y,4,5,0,A,Easy,4,B,N,B
N,2,3,5,C,Normal,2,C,N,D
N,0,3,6,C,Normal,0,B,Y,C
N,0,0,0,B,Normal,0,B,N,C
N,0,3,5,A,Normal,1,C,Y,B
N,5,6,6,A,Normal,2,C,N,B
N,1,7,4,C,Normal,2,B,N,C
N,1,7,7,B,Normal,3,B,N,C
N,1,4,7,B,Normal,2,C,Y,D
N,1,2,7,B,Normal,1,B,N,C
N,1,3,8,A,Normal,1,C,N,B
N,4,6,7,B,Normal,3,C,N,D
N,1,6,11,A,Normal,2,C,N,B
N,0,4,6,C,Normal,1,C,N,D
N,3,3,5,A,Normal,3,C,Y,B
N,1,2,7,C,Easy,0,D,N,D
Y,3,3,11,B,Hard,3,B,N,C
N,2,0,5,B,Normal,2,D,N,D
N,4,3,6,A,Normal,2,B,N,B
Y,2,2,9,A,Normal,1,C,N,B
N,2,7,5,B,Hard,2,C,Y,D
N,3,0,7,B,Normal,1,C,N,D
Y,1,7,4,A,Hard,1,C,Y,B
N,1,6,8,A,Normal,0,D,N,C
N,4,1,8,A,Normal,1,B,N,A
N,3,1,8,A,Normal,2,C,Y,B
N,1,7,10,A,Normal,3,D,N,C
N,2,2,6,C,Normal,2,B,Y,C
N,0,3,7,A,Normal,2,C,N,B
N,1,3,6,C,Normal,0,C,N,D
N,3,0,7,A,Normal,2,B,N,A
N,1,3,10,C,Normal,3,C,N,C
N,0,5,6,C,Normal,2,C,N,D
Y,2,6,7,B,Normal,2,C,Y,D
N,1,2,7,A,Easy,1,B,Y,A
N,3,9,5,A,Easy,2,C,N,B
N,0,2,6,A,Easy,0,B,N,A
N,3,4,7,B,Normal,3,D,N,D
N,4,1,11,B,Easy,1,C,N,C
Y,3,5,9,B,Hard,2,D,N,D
Y,2,2,5,B,Easy,1,B,Y,C
N,4,10,6,B,Hard,0,C,N,D
N,2,4,0,A,Hard,1,B,Y,B
N,3,5,5,C,Normal,3,C,N,D
N,1,1,7,B,Normal,3,B,N,C
N,2,7,7,C,Easy,3,C,N,D
N,3,4,6,A,Easy,1,C,N,B
Y,2,0,8,A,Hard,0,B,N,B
N,0,4,6,A,Normal,2,C,N,B
N,1,0,5,B,Normal,3,B,N,C
N,5,2,11,B,Normal,3,D,Y,D
N,1,2,7,B,Normal,1,C,N,D
Y,3,6,6,B,Normal,2,C,N,D
Y,1,4,7,C,Easy,3,C,N,C
Y,2,5,5,B,Easy,0,B,N,C
Y,2,7,5,B,Normal,3,B,N,C
N,2,4,6,B,Normal,4,B,N,C
Y,3,4,8,B,Easy,1,C,Y,D
N,2,4,8,B,Hard,0,C,Y,D
N,2,3,5,B,Normal,1,A,N,C
N,4,2,10,C,Normal,3,D,N,D
N,4,1,10,C,Normal,0,C,Y,C
N,5,1,6,C,Normal,0,C,N,D
N,1,1,6,A,Hard,2,C,N,B
N,5,4,7,C,Normal,2,C,N,D
N,4,4,3,A,Easy,0,A,N,A
N,1,2,7,A,Normal,2,C,N,B
Y,4,2,6,B,Easy,2,C,N,D
N,2,2,3,A,Normal,3,C,Y,B
N,1,6,7,A,Normal,4,C,N,B
Y,3,3,8,A,Hard,1,C,Y,B
N,1,7,7,B,Normal,2,B,N,C
N,3,6,7,B,Normal,2,D,N,D
Y,1,2,0,A,Normal,1,B,Y,B
N,2,6,5,C,Normal,2,B,Y,C
Y,0,2,7,A,Normal,2,B,Y,A
N,2,4,5,B,Normal,0,B,N,C
N,3,4,6,A,Normal,0,B,Y,A
N,3,3,8,C,Easy,3,C,N,D
N,1,2,7,A,Normal,1,C,Y,B
Y,2,6,6,A,Easy,3,C,N,B
N,2,1,7,B,Normal,1,C,Y,D
N,1,4,5,B,Normal,0,B,N,C
N,4,3,7,B,Normal,2,C,N,D
N,2,4,6,C,Normal,1,C,N,D
N,3,3,10,B,Normal,0,C,N,C
N,2,1,6,A,Hard,5,C,N,B
N,2,3,4,C,Hard,2,C,N,D
N,1,7,8,B,Easy,1,C,N,D
N,3,1,2,B,Normal,0,B,N,C
N,3,5,8,B,Normal,2,C,N,D
N,1,4,7,A,Normal,2,C,N,B
N,0,1,11,C,Normal,4,D,N,D
N,2,1,6,C,Normal,0,B,Y,C
N,4,6,5,B,Normal,3,B,N,C
N,1,3,5,A,Normal,3,C,Y,B
N,3,4,7,B,Normal,1,C,Y,D
N,3,1,5,B,Normal,2,B,N,C
N,1,0,9,B,Normal,1,B,N,B
N,2,8,6,A,Hard,3,C,N,B
Y,3,2,5,A,Easy,2,C,Y,B
N,1,6,8,C,Normal,2,C,N,D
N,2,5,1,A,Normal,3,C,N,B
N,3,5,6,A,Normal,2,C,N,B
Y,3,0,2,C,Normal,0,B,N,C
Y,3,6,3,A,Normal,2,C,N,B
N,0,3,4,C,Normal,4,C,N,D
N,1,3,5,C,Normal,1,B,N,C
Y,2,5,2,A,Normal,2,B,N,A
N,5,4,7,A,Normal,0,B,N,A
N,4,8,8,A,Normal,0,B,N,A
N,3,3,4,B,Normal,3,B,N,C
N,4,7,8,B,Normal,3,B,N,C
Y,1,6,2,B,Normal,3,B,N,C
N,4,5,8,B,Normal,3,B,N,C
N,2,2,6,B,Normal,1,B,N,C
N,2,4,6,B,Normal,0,B,Y,C
N,5,2,7,A,Easy,2,A,N,A
Y,1,9,7,A,Normal,2,B,N,A
N,2,3,7,B,Easy,0,C,Y,D
Y,2,4,7,A,Normal,0,B,Y,A
N,4,4,5,A,Normal,1,C,N,B
N,2,5,7,B,Normal,3,B,N,C
N,3,7,6,A,Hard,3,B,N,A
N,3,2,7,B,Normal,0,C,N,D
N,2,3,7,A,Normal,2,C,N,B
N,1,3,6,B,Normal,4,C,Y,D
N,4,2,5,B,Normal,0,A,Y,C
N,3,2,8,B,Normal,2,C,N,D
Y,3,4,7,A,Normal,0,C,N,B
N,1,1,10,A,Hard,3,C,Y,B
N,1,3,6,B,Normal,3,B,N,C
Y,2,3,4,C,Normal,1,C,Y,D
Y,1,2,6,B,Hard,2,C,Y,D
N,2,2,5,B,Normal,2,B,N,C
N,0,9,6,B,Normal,2,C,Y,D
N,3,0,6,B,Normal,1,B,Y,C
N,4,4,5,B,Normal,1,B,Y,C
N,3,4,7,B,Normal,1,C,N,D
N,0,3,4,A,Hard,0,C,N,B
Y,2,3,7,A,Hard,2,C,Y,B
N,3,1,6,B,Normal,5,B,N,C
N,2,7,5,B,Normal,1,C,N,D
N,3,5,2,C,Hard,2,A,Y,C
N,3,6,7,B,Normal,3,C,N,D
Y,2,0,4,C,Normal,1,C,Y,D
Y,0,3,12,B,Easy,3,C,N,C
N,1,1,8,A,Easy,3,C,N,B
N,1,4,7,B,Normal,4,C,N,D
N,2,5,7,C,Normal,2,B,Y,C
Y,2,5,5,A,Normal,3,C,Y,B
Y,1,3,7,B,Normal,1,C,N,C
N,2,4,7,A,Normal,0,B,Y,A
N,1,3,8,A,Normal,0,B,N,A
Y,2,3,8,C,Hard,0,C,N,C
N,3,4,4,C,Normal,1,B,N,C
N,3,5,6,C,Normal,3,C,N,D
Y,1,2,10,C,Normal,0,B,Y,B
N,0,3,5,A,Easy,3,A,Y,A
N,4,7,4,B,Easy,2,D,N,D
Y,0,2,7,A,Easy,2,C,N,B
N,0,1,8,B,Normal,3,B,Y,C
Y,1,2,6,B,Normal,1,B,N,C
N,2,6,6,B,Normal,1,C,N,D
N,3,1,2,B,Normal,2,C,N,D
N,2,6,6,C,Normal,2,C,N,D
N,2,8,11,B,Normal,1,B,Y,C
Y,2,3,7,B,Normal,0,C,N,C
N,1,3,5,A,Normal,0,C,Y,B
N,4,5,6,C,Normal,0,C,N,D
N,2,0,6,B,Hard,3,A,N,C
N,1,3,3,A,Hard,1,D,N,C
Y,4,4,5,C,Normal,2,C,Y,D
Y,3,1,5,B,Normal,4,C,N,D
Y,4,5,5,B,Normal,4,B,N,C
N,1,4,5,A,Normal,1,B,N,A
N,3,2,7,B,Hard,2,D,N,D
N,5,3,5,C,Normal,0,B,N,C
N,2,4,7,C,Normal,2,C,Y,D
N,3,4,11,C,Hard,2,C,N,C
N,2,4,8,C,Normal,3,D,N,D
N,1,1,10,B,Normal,2,B,N,C
N,3,3,3,B,Easy,3,C,Y,D
N,0,5,6,A,Normal,2,C,N,B
N,1,4,7,A,Normal,0,C,Y,B
N,2,2,2,A,Normal,3,C,Y,B
Y,1,8,6,C,Normal,1,C,N,D
N,4,6,6,B,Normal,0,B,N,C
N,3,5,8,A,Easy,4,C,Y,B
N,5,4,5,B,Normal,3,B,N,C
N,5,5,8,B,Normal,1,C,Y,D
N,4,3,6,A,Hard,1,A,N,A
N,0,3,6,A,Easy,3,C,N,B
N,1,0,3,C,Normal,3,A,N,C
N,2,5,7,B,Normal,1,C,N,D
N,2,6,5,B,Hard,3,C,Y,D
N,3,2,4,B,Normal,1,B,N,C
N,2,10,9,A,Normal,1,D,N,C
N,3,6,5,B,Normal,2,C,Y,D
N,1,0,5,B,Hard,2,B,Y,C
N,2,5,7,C,Normal,2,C,Y,D
Y,3,6,8,A,Normal,0,C,Y,B
N,0,6,7,B,Normal,1,A,N,C
N,1,3,8,B,Normal,0,B,N,C
N,2,2,6,C,Easy,2,C,N,D
N,2,3,7,B,Normal,4,B,N,C
N,5,1,7,A,Hard,2,C,N,B
N,1,3,4,C,Easy,3,C,N,D
N,0,6,4,B,Normal,0,C,N,D
N,2,10,6,C,Easy,2,B,N,C
N,2,2,6,B,Normal,2,B,N,C
N,0,8,8,A,Normal,0,C,Y,B
N,0,1,7,A,Normal,0,C,N,B
N,2,1,8,B,Normal,1,A,Y,C
Y,2,2,6,B,Normal,2,C,N,D
N,3,4,5,B,Hard,0,C,Y,D
N,4,6,5,B,Easy,1,B,N,C
N,0,1,3,B,Hard,3,C,Y,D
N,1,4,8,C,Normal,2,C,Y,D
N,3,4,8,B,Normal,2,D,Y,D
N,2,4,10,A,Normal,1,D,Y,C
N,3,3,7,A,Normal,1,A,N,A
N,2,6,5,B,Easy,1,C,Y,D
N,1,5,6,B,Normal,2,C,N,D
N,4,2,12,A,Normal,3,C,N,B
N,4,6,8,A,Easy,1,B,N,A
N,3,1,6,C,Normal,1,B,N,C
N,3,3,6,C,Normal,2,B,N,C
N,2,4,6,B,Normal,2,B,Y,C
N,1,4,4,C,Normal,3,C,Y,D
N,1,5,7,A,Hard,2,B,N,A
N,0,4,7,C,Hard,1,A,Y,C
N,3,4,8,C,Normal,2,B,N,C
Y,1,3,7,B,Hard,1,B,N,C
N,1,2,6,B,Hard,1,C,Y,D
N,0,4,7,B,Normal,2,C,Y,D
N,2,1,10,B,Normal,2,C,N,C
N,1,4,6,B,Normal,0,B,N,C
N,5,1,6,A,Normal,0,C,N,B
N,1,1,8,B,Normal,2,B,N,C
N,1,4,6,A,Hard,0,C,Y,B
N,0,6,4,A,Normal,0,C,N,B
N,3,3,8,B,Normal,1,D,Y,D
N,0,4,6,B,Hard,2,C,N,D
N,1,7,5,B,Hard,1,C,N,D
N,1,1,6,C,Normal,3,C,Y,D
N,1,1,5,B,Normal,0,C,N,D
N,2,2,4,B,Normal,1,A,Y,C
N,2,2,5,C,Normal,3,B,N,C
N,3,6,8,A,Normal,2,C,Y,B
N,2,5,8,B,Normal,0,B,N,C
N,3,5,4,C,Hard,3,B,N,C
N,2,6,10,A,Normal,1,B,N,B
N,2,2,9,B,Easy,2,B,N,B
Y,2,1,6,A,Normal,1,C,N,B
N,1,4,8,C,Normal,2,C,N,D
N,3,5,9,A,Normal,0,B,N,A
N,1,5,8,A,Normal,2,B,Y,A
N,1,0,5,B,Hard,3,C,N,D
Y,4,4,7,A,Easy,0,C,N,B
N,1,5,6,B,Hard,4,C,Y,D
Y,3,6,2,A,Normal,0,B,Y,A
N,2,0,10,A,Normal,0,C,N,B
N,1,3,11,C,Hard,0,B,N,B
Y,2,3,8,A,Normal,1,D,N,C
N,1,3,0,B,Normal,0,D,N,D
N,4,4,7,A,Normal,3,B,Y,B
N,1,2,6,B,Normal,0,B,N,C
N,1,3,11,A,Normal,3,B,N,A
N,0,3,4,A,Normal,2,C,N,B
N,3,5,7,C,Hard,2,B,N,C
N,0,3,4,A,Normal,1,D,Y,C
Y,4,3,11,C,Hard,1,A,Y,B
N,3,2,7,B,Normal,4,B,N,C
N,4,4,7,B,Normal,0,B,N,C
N,1,2,7,B,Normal,1,C,Y,D
N,0,2,7,A,Normal,0,C,N,B
N,1,5,7,C,Normal,0,B,N,C
Y,2,6,2,B,Normal,2,C,N,D
N,1,2,6,B,Hard,2,C,Y,D
Y,3,7,8,B,Normal,0,C,N,D
N,2,8,7,C,Normal,0,C,Y,D
N,4,3,7,A,Normal,2,D,N,C
N,2,5,4,B,Hard,2,C,N,D
N,0,4,3,A,Easy,3,D,N,C
N,3,3,7,A,Easy,4,C,N,B
N,1,2,4,B,Normal,1,C,N,D
Y,3,2,9,A,Hard,2,C,N,B
N,1,5,5,B,Normal,2,D,N,D
Y,1,4,11,A,Normal,0,B,Y,A
N,3,7,3,B,Hard,2,B,N,C
N,2,9,6,A,Normal,3,C,N,B
N,0,2,5,B,Easy,2,A,N,C
N,1,4,12,A,Normal,5,C,N,B
N,3,6,5,B,Normal,3,D,Y,D
N,3,4,4,B,Normal,2,D,Y,D
N,2,3,7,B,Normal,2,A,N,C
N,1,0,11,C,Easy,1,C,N,C
N,3,7,4,B,Normal,3,B,N,C
N,2,5,7,C,Normal,3,B,N,C
Y,2,2,6,C,Normal,1,C,N,D
N,1,5,8,B,Normal,0,D,Y,D
N,3,5,4,B,Normal,3,B,Y,C
N,3,10,8,A,Normal,2,B,Y,B
N,4,2,5,B,Normal,1,C,Y,D
N,1,4,5,A,Normal,1,C,Y,B
N,2,2,6,B,Normal,3,D,N,D
Y,1,1,12,C,Normal,1,A,N,B
N,1,2,5,B,Normal,2,C,Y,D
Y,3,7,10,A,Normal,2,B,N,A
N,2,2,5,B,Normal,1,B,N,C
N,1,4,7,B,Normal,3,D,N,D
N,3,4,7,B,Normal,2,B,Y,C
N,1,1,7,C,Easy,1,C,N,D
N,1,5,7,B,Hard,3,B,Y,C
N,3,3,8,A,Normal,0,B,N,A
N,1,6,11,A,Normal,2,C,N,B
N,3,7,7,A,Normal,2,B,N,A
Y,4,5,6,A,Easy,1,C,Y,B
N,3,3,5,A,Normal,3,B,N,A
N,1,4,6,B,Normal,1,B,N,C
Y,2,4,2,B,Easy,3,B,N,C
Y,1,4,2,B,Hard,2,B,N,C
N,3,2,8,B,Normal,0,B,N,C
N,3,3,7,B,Normal,1,D,Y,D
N,1,4,4,B,Normal,1,C,N,D
N,2,2,12,A,Normal,2,B,N,A
N,0,4,6,A,Normal,2,C,N,B
N,4,1,6,A,Normal,0,C,N,B
N,3,10,5,B,Normal,2,D,N,D
N,3,6,5,B,Easy,0,A,N,C
N,3,7,4,C,Normal,0,C,Y,D
Y,0,4,6,A,Hard,1,A,N,A
N,4,5,5,C,Normal,1,A,N,C
N,2,5,5,A,Normal,0,C,Y,B
N,3,3,3,A,Normal,2,C,N,B
N,1,0,11,C,Normal,3,C,N,C
N,3,5,6,C,Hard,4,D,N,D
N,0,5,8,B,Hard,0,C,N,D
Y,3,5,4,B,Easy,3,D,Y,D
N,3,3,8,A,Hard,4,A,N,A
N,4,5,7,B,Normal,3,A,N,C
Y,2,2,6,B,Hard,0,C,N,D
Y,2,6,6,B,Normal,3,C,N,D
Y,4,3,8,C,Hard,2,C,N,C
Y,3,4,9,C,Normal,1,C,Y,C
N,5,6,5,B,Easy,1,D,Y,D
N,3,0,2,C,Normal,2,B,N,C
N,0,4,9,A,Easy,1,B,N,A
N,3,2,6,C,Normal,1,C,N,D
Y,4,7,2,A,Normal,3,C,N,B
N,4,4,7,B,Normal,0,B,N,C
N,2,0,7,B,Normal,4,B,N,C
N,0,2,6,C,Hard,2,C,Y,D
N,1,6,3,C,Normal,2,C,N,D
N,4,0,5,B,Easy,0,C,N,D
N,2,6,6,A,Easy,1,B,N,A
N,3,5,8,A,Normal,1,B,N,A
N,2,0,8,B,Normal,1,D,Y,D
Y,4,1,8,B,Hard,1,C,N,C
Y,3,1,5,B,Easy,1,C,Y,D
N,1,2,7,B,Normal,1,C,Y,D
N,1,4,6,A,Normal,2,C,Y,B
N,4,3,7,A,Normal,2,A,N,A
N,3,6,12,B,Hard,1,C,N,D
N,1,7,5,A,Normal,3,D,Y,C
Y,1,3,8,B,Easy,1,B,Y,B
N,3,2,7,C,Easy,1,C,N,D
N,2,2,4,A,Easy,1,B,N,B
N,1,5,6,B,Hard,2,B,N,C
N,3,3,6,A,Normal,0,D,Y,C
N,4,5,7,A,Normal,4,B,N,B
N,5,4,5,C,Hard,2,C,N,D
N,2,2,1,C,Hard,3,A,N,C
Y,3,7,5,A,Normal,0,C,N,B
N,3,4,5,A,Normal,4,B,N,A
N,1,2,10,A,Hard,0,B,N,B
N,1,5,3,A,Normal,0,B,N,A
N,2,6,8,A,Normal,1,B,N,A
N,2,1,6,B,Normal,3,C,Y,D
N,3,6,8,C,Normal,1,C,Y,D
N,3,2,8,C,Normal,0,B,Y,C
Y,3,3,9,B,Normal,1,B,N,B
Y,2,6,0,B,Normal,1,A,Y,C
N,2,2,5,B,Hard,2,B,N,C
N,1,11,11,C,Normal,0,C,N,C
N,5,4,4,B,Normal,0,B,N,C
N,1,4,7,C,Normal,1,D,N,D
Y,3,3,6,C,Hard,2,C,N,D
Y,1,2,7,A,Normal,2,D,Y,C
Y,1,4,8,B,Normal,1,D,N,D
Y,2,5,6,B,Normal,0,A,N,C
N,0,11,8,A,Easy,0,C,N,B
N,4,6,6,B,Normal,1,D,Y,D
Y,3,3,7,A,Hard,1,B,N,A
N,2,3,7,C,Normal,2,C,Y,D
N,2,5,8,A,Easy,3,C,Y,B
N,2,2,10,A,Normal,0,C,N,B
N,3,4,7,A,Normal,0,B,N,A
N,2,5,5,C,Normal,3,C,N,D
Y,3,1,8,C,Normal,2,C,N,C
N,1,3,6,A,Easy,2,B,Y,A
Y,1,2,6,B,Easy,1,D,N,D
Y,3,7,5,C,Normal,3,C,N,D
Y,1,2,7,B,Normal,0,C,Y,C
N,3,4,7,C,Hard,2,A,Y,C
N,0,6,6,B,Hard,3,C,Y,D
N,1,5,8,A,Normal,3,B,N,A
N,1,4,4,C,Easy,0,B,N,C
Y,2,6,5,C,Normal,3,C,N,D
N,2,6,7,C,Normal,1,C,N,D
Y,2,4,11,B,Easy,5,C,N,C
Y,2,5,5,A,Hard,1,C,N,B
N,3,2,7,A,Normal,3,B,N,A
N,2,4,5,B,Normal,1,C,Y,D
Y,1,3,3,A,Normal,3,D,N,C
Y,4,5,4,C,Normal,2,B,Y,C
N,4,4,6,B,Easy,3,B,N,C
N,4,6,7,C,Normal,0,C,Y,D
N,5,6,4,B,Normal,1,B,N,C
Y,1,5,6,A,Normal,1,C,N,B
N,3,2,4,C,Hard,0,B,N,C
N,1,12,8,A,Hard,1,C,Y,B
N,0,4,7,C,Easy,3,B,N,C
N,3,0,6,B,Hard,1,C,Y,D
N,0,4,3,A,Normal,4,C,N,B
N,3,4,9,C,Normal,0,A,N,B
N,4,1,8,B,Normal,3,B,N,C
N,4,4,5,B,Normal,1,C,N,D
N,4,4,4,C,Normal,3,B,N,C
Y,4,4,7,C,Normal,2,B,N,C
N,3,7,5,A,Hard,1,C,N,B
N,2,7,6,B,Normal,3,C,Y,D
Y,1,6,8,C,Normal,0,C,N,D
N,3,5,8,B,Normal,2,C,N,D
N,0,4,3,B,Normal,1,C,N,D
N,0,6,6,B,Normal,3,B,N,C
N,5,2,5,B,Normal,1,C,N,D
N,1,5,8,B,Hard,1,C,Y,D
N,1,7,1,B,Normal,3,B,N,C
N,3,2,7,A,Normal,1,C,N,B
N,1,9,7,B,Normal,0,B,N,C
N,2,7,6,A,Easy,1,C,N,B
N,4,4,4,B,Hard,2,C,N,D
N,3,8,7,B,Normal,0,D,Y,D
N,1,4,7,B,Hard,3,B,N,C
N,4,4,6,B,Hard,4,B,N,C
N,3,2,6,C,Normal,0,B,N,C
N,2,3,7,B,Normal,2,B,N,C
N,1,2,8,C,Easy,4,C,N,D
N,1,1,7,C,Normal,1,C,Y,D
N,4,3,4,B,Normal,1,C,Y,D
N,5,4,7,B,Normal,1,C,Y,D
N,3,4,8,C,Normal,0,C,N,D
N,3,2,2,B,Normal,2,C,N,D
Y,4,2,6,C,Normal,2,C,N,D
N,1,5,5,A,Normal,1,C,Y,B
N,5,5,5,A,Easy,4,C,N,B
N,3,4,5,C,Normal,0,B,Y,C
Y,3,3,7,B,Normal,5,C,N,C
N,0,3,6,B,Normal,0,D,N,D
